id;type;start;end;text;norm;score;apply;replacement
PER:6454-6466;PER;6454;6466;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:6736-6754;PHONE;6736;6754;+7 (910) 280-29-39;+79102802939;0.90;true;[PHONE_008]
PHONE:7010-7028;PHONE;7010;7028;+7 (951) 503-23-71;+79515032371;0.90;true;[PHONE_009]
PHONE:7257-7275;PHONE;7257;7275;+7 (924) 168-36-66;+79241683666;0.90;true;[PHONE_010]
PHONE:8102-8117;PHONE;8102;8117;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:8208-8235;PHONE;8208;8235;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:8340-8354;SNILS;8340;8354;599-528-907 84;599-528-907 84;1.00;true;[SNILS_008]
SNILS:8380-8394;SNILS;8380;8394;792-440-268 18;792-440-268 18;0.20;false;[SNILS_009]
PER:9656-9667;PER;9656;9667;И.О. Петров;;0.50;false;[PER_001]
PHONE:10160-10175;PHONE;10160;10175;7-915-218-72-69;+79152187269;0.90;true;[PHONE_011]
SNILS:10184-10198;SNILS;10184;10198;092-815-901 86;092-815-901 86;1.00;true;[SNILS_010]
PHONE:10219-10234;PHONE;10219;10234;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:10244-10258;SNILS;10244;10258;396-245-957 36;396-245-957 36;0.20;false;[SNILS_011]
PER:10848-10859;PER;10848;10859;И.О. Петров;;0.50;false;[PER_001]
PHONE:10926-10941;PHONE;10926;10941;7-933-298-98-87;+79332989887;0.90;true;[PHONE_012]
SNILS:11028-11042;SNILS;11028;11042;551-313-735 58;551-313-735 58;1.00;true;[SNILS_012]
PER:11483-11495;PER;11483;11495;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:11766-11777;SNILS;11766;11777;79617398810;796-173-988 10;0.20;false;[SNILS_013]
PHONE:12033-12048;PHONE;12033;12048;8 984 458 29 80;+79844582980;0.90;true;[PHONE_013]
PHONE:12405-12420;PHONE;12405;12420;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:12511-12538;PHONE;12511;12538;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:12643-12657;SNILS;12643;12657;676-122-202 83;676-122-202 83;1.00;true;[SNILS_014]
SNILS:12683-12697;SNILS;12683;12697;116-372-651 49;116-372-651 49;0.20;false;[SNILS_015]
PHONE:13458-13473;PHONE;13458;13473;8 902 114 93 23;+79021149323;0.90;true;[PHONE_014]
PER:14659-14670;PER;14659;14670;И.О. Петров;;0.50;false;[PER_001]
PHONE:15124-15152;PHONE;15124;15152;+7 (964) 233-78-29 доб. 8587;;0.90;true;[PHONE_015]
SNILS:15161-15175;SNILS;15161;15175;043-483-954 69;043-483-954 69;1.00;true;[SNILS_016]
PHONE:15196-15211;PHONE;15196;15211;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:15221-15235;SNILS;15221;15235;862-057-986 35;862-057-986 35;0.20;false;[SNILS_017]
PER:15829-15840;PER;15829;15840;И.О. Петров;;0.50;false;[PER_001]
PHONE:15907-15925;PHONE;15907;15925;+7 (971) 307-67-27;+79713076727;0.90;true;[PHONE_016]
SNILS:16012-16026;SNILS;16012;16026;675-136-134 01;675-136-134 01;1.00;true;[SNILS_018]
PER:16542-16554;PER;16542;16554;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:16824-16839;PHONE;16824;16839;8 999 258 92 94;+79992589294;0.90;true;[PHONE_017]
PHONE:17051-17069;PHONE;17051;17069;+7 (966) 738-47-75;+79667384775;0.90;true;[PHONE_018]
SNILS:18951-18962;SNILS;18951;18962;79705696612;797-056-966 12;0.20;false;[SNILS_019]
PHONE:19399-19414;PHONE;19399;19414;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:19505-19532;PHONE;19505;19532;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:19637-19651;SNILS;19637;19651;268-656-355 29;268-656-355 29;1.00;true;[SNILS_020]
SNILS:19677-19691;SNILS;19677;19691;427-316-723 76;427-316-723 76;0.20;false;[SNILS_021]
PER:19998-20009;PER;19998;20009;И.О. Петров;;0.50;false;[PER_001]
PHONE:20538-20556;PHONE;20538;20556;+7 (988) 287-64-19;+79882876419;0.90;true;[PHONE_019]
SNILS:20565-20579;SNILS;20565;20579;440-242-646 39;440-242-646 39;1.00;true;[SNILS_022]
PHONE:20600-20615;PHONE;20600;20615;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:20625-20639;SNILS;20625;20639;288-975-140 57;288-975-140 57;0.20;false;[SNILS_023]
PER:21233-21244;PER;21233;21244;И.О. Петров;;0.50;false;[PER_001]
PHONE:21311-21326;PHONE;21311;21326;8 988 320 39 53;+79883203953;0.90;true;[PHONE_020]
SNILS:21413-21427;SNILS;21413;21427;650-201-462 35;650-201-462 35;1.00;true;[SNILS_024]
PER:21943-21955;PER;21943;21955;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:22225-22253;PHONE;22225;22253;+7 (910) 781-58-74 доб. 4629;;0.90;true;[PHONE_021]
PHONE:22429-22447;PHONE;22429;22447;+7 (931) 616-10-21;+79316161021;0.90;true;[PHONE_022]
PHONE:22932-22947;PHONE;22932;22947;8 948 185 70 45;+79481857045;0.90;true;[PHONE_023]
PHONE:23715-23730;PHONE;23715;23730;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:23821-23848;PHONE;23821;23848;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:23953-23967;SNILS;23953;23967;455-853-043 05;455-853-043 05;1.00;true;[SNILS_025]
SNILS:23993-24007;SNILS;23993;24007;340-722-470 45;340-722-470 45;0.20;false;[SNILS_026]
PER:25399-25410;PER;25399;25410;И.О. Петров;;0.50;false;[PER_001]
PHONE:25864-25879;PHONE;25864;25879;8 991 625 90 64;+79916259064;0.90;true;[PHONE_024]
SNILS:25888-25902;SNILS;25888;25902;604-431-982 69;604-431-982 69;1.00;true;[SNILS_027]
PHONE:25923-25938;PHONE;25923;25938;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:25948-25962;SNILS;25948;25962;965-724-920 62;965-724-920 62;0.20;false;[SNILS_028]
PER:26562-26573;PER;26562;26573;И.О. Петров;;0.50;false;[PER_001]
SNILS:26641-26652;SNILS;26641;26652;79097142852;790-971-428 52;0.20;false;[SNILS_029]
SNILS:26739-26753;SNILS;26739;26753;992-070-741 30;992-070-741 30;1.00;true;[SNILS_030]
PER:27264-27276;PER;27264;27276;И.О. Сидоров;;0.50;false;[PER_002]
SNILS:27547-27558;SNILS;27547;27558;79277917247;792-779-172 47;0.20;false;[SNILS_031]
PHONE:27770-27785;PHONE;27770;27785;8 980 620 45 24;+79806204524;0.90;true;[PHONE_025]
PHONE:29117-29132;PHONE;29117;29132;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:29223-29250;PHONE;29223;29250;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:29355-29369;SNILS;29355;29369;047-187-463 81;047-187-463 81;1.00;true;[SNILS_032]
SNILS:29395-29409;SNILS;29395;29409;777-183-417 46;777-183-417 46;0.20;false;[SNILS_033]
PHONE:29812-29840;PHONE;29812;29840;+7 (995) 636-43-56 доб. 2182;;0.90;true;[PHONE_026]
PER:30575-30586;PER;30575;30586;И.О. Петров;;0.50;false;[PER_001]
SNILS:31155-31166;SNILS;31155;31166;79153001147;791-530-011 47;0.20;false;[SNILS_034]
SNILS:31175-31189;SNILS;31175;31189;020-776-426 38;020-776-426 38;1.00;true;[SNILS_035]
PHONE:31210-31225;PHONE;31210;31225;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:31235-31249;SNILS;31235;31249;565-150-556 90;565-150-556 90;0.20;false;[SNILS_036]
PER:31922-31933;PER;31922;31933;И.О. Петров;;0.50;false;[PER_001]
PHONE:32000-32015;PHONE;32000;32015;7-983-344-48-71;+79833444871;0.90;true;[PHONE_027]
SNILS:32102-32116;SNILS;32102;32116;122-138-783 31;122-138-783 31;1.00;true;[SNILS_037]
PER:32555-32567;PER;32555;32567;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:32837-32865;PHONE;32837;32865;+7 (942) 877-67-64 доб. 2297;;0.90;true;[PHONE_028]
SNILS:33644-33655;SNILS;33644;33655;79961637345;799-616-373 45;0.20;false;[SNILS_038]
PHONE:33884-33902;PHONE;33884;33902;+7 (916) 803-74-77;+79168037477;0.90;true;[PHONE_029]
PHONE:35389-35404;PHONE;35389;35404;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:35495-35522;PHONE;35495;35522;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:35627-35641;SNILS;35627;35641;549-306-668 18;549-306-668 18;1.00;true;[SNILS_039]
SNILS:35667-35681;SNILS;35667;35681;331-258-153 43;331-258-153 43;0.20;false;[SNILS_040]
PER:36024-36035;PER;36024;36035;И.О. Петров;;0.50;false;[PER_001]
PHONE:36528-36546;PHONE;36528;36546;+7 (913) 329-29-29;+79133292929;0.90;true;[PHONE_030]
SNILS:36555-36569;SNILS;36555;36569;676-402-067 01;676-402-067 01;1.00;true;[SNILS_041]
PHONE:36590-36605;PHONE;36590;36605;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:36615-36629;SNILS;36615;36629;970-168-773 42;970-168-773 42;0.20;false;[SNILS_042]
PER:37223-37234;PER;37223;37234;И.О. Петров;;0.50;false;[PER_001]
PHONE:37301-37316;PHONE;37301;37316;7-929-783-64-57;+79297836457;0.90;true;[PHONE_031]
SNILS:37403-37417;SNILS;37403;37417;056-563-048 69;056-563-048 69;1.00;true;[SNILS_043]
PER:37933-37945;PER;37933;37945;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:38215-38230;PHONE;38215;38230;8 926 607 35 49;+79266073549;0.90;true;[PHONE_032]
PHONE:38500-38515;PHONE;38500;38515;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:38606-38633;PHONE;38606;38633;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:38738-38752;SNILS;38738;38752;376-092-603 98;376-092-603 98;1.00;true;[SNILS_044]
SNILS:38778-38792;SNILS;38778;38792;734-419-792 20;734-419-792 20;0.20;false;[SNILS_045]
SNILS:40079-40090;SNILS;40079;40090;79914212420;799-142-124 20;0.20;false;[SNILS_046]
PHONE:40536-40551;PHONE;40536;40551;7-906-826-17-33;+79068261733;0.90;true;[PHONE_033]
PER:41336-41347;PER;41336;41347;И.О. Петров;;0.50;false;[PER_001]
PHONE:41840-41858;PHONE;41840;41858;+7 (945) 887-49-65;+79458874965;0.90;true;[PHONE_034]
SNILS:41867-41881;SNILS;41867;41881;046-557-210 64;046-557-210 64;1.00;true;[SNILS_047]
PHONE:41902-41917;PHONE;41902;41917;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:41927-41941;SNILS;41927;41941;141-561-836 48;141-561-836 48;0.20;false;[SNILS_048]
PER:42535-42546;PER;42535;42546;И.О. Петров;;0.50;false;[PER_001]
PHONE:42613-42628;PHONE;42613;42628;8 955 934 73 26;+79559347326;0.90;true;[PHONE_035]
SNILS:42715-42729;SNILS;42715;42729;042-935-575 68;042-935-575 68;1.00;true;[SNILS_049]
PER:43279-43291;PER;43279;43291;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:43561-43576;PHONE;43561;43576;8 910 624 35 60;+79106243560;0.90;true;[PHONE_036]
SNILS:44162-44173;SNILS;44162;44173;79997802547;799-978-025 47;0.20;false;[SNILS_050]
PHONE:45708-45736;PHONE;45708;45736;+7 (917) 526-68-89 доб. 3859;;0.90;true;[PHONE_037]
PHONE:46093-46108;PHONE;46093;46108;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:46199-46226;PHONE;46199;46226;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:46331-46345;SNILS;46331;46345;114-913-167 37;114-913-167 37;1.00;true;[SNILS_051]
SNILS:46371-46385;SNILS;46371;46385;610-788-526 01;610-788-526 01;0.20;false;[SNILS_052]
PER:46807-46818;PER;46807;46818;И.О. Петров;;0.50;false;[PER_001]
PHONE:47347-47365;PHONE;47347;47365;+7 (967) 336-93-22;+79673369322;0.90;true;[PHONE_038]
SNILS:47374-47388;SNILS;47374;47388;443-732-332 70;443-732-332 70;1.00;true;[SNILS_053]
PHONE:47409-47424;PHONE;47409;47424;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:47434-47448;SNILS;47434;47448;493-516-438 13;493-516-438 13;0.20;false;[SNILS_054]
PER:48116-48127;PER;48116;48127;И.О. Петров;;0.50;false;[PER_001]
PHONE:48194-48209;PHONE;48194;48209;7-983-267-60-99;+79832676099;0.90;true;[PHONE_039]
SNILS:48296-48310;SNILS;48296;48310;446-049-566 98;446-049-566 98;1.00;true;[SNILS_055]
PER:48751-48763;PER;48751;48763;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:49033-49048;PHONE;49033;49048;7-998-921-56-92;+79989215692;0.90;true;[PHONE_040]
SNILS:50546-50557;SNILS;50546;50557;79946163128;799-461-631 28;0.20;false;[SNILS_056]
PHONE:50950-50965;PHONE;50950;50965;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:51056-51083;PHONE;51056;51083;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:51188-51202;SNILS;51188;51202;957-220-082 08;957-220-082 08;1.00;true;[SNILS_057]
SNILS:51228-51242;SNILS;51228;51242;630-626-116 59;630-626-116 59;0.20;false;[SNILS_058]
PHONE:51527-51542;PHONE;51527;51542;7-920-633-31-18;+79206333118;0.90;true;[PHONE_041]
PER:51889-51900;PER;51889;51900;И.О. Петров;;0.50;false;[PER_001]
PHONE:52354-52369;PHONE;52354;52369;7-927-142-61-76;+79271426176;0.90;true;[PHONE_042]
SNILS:52378-52392;SNILS;52378;52392;207-509-619 61;207-509-619 61;1.00;true;[SNILS_059]
PHONE:52413-52428;PHONE;52413;52428;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:52438-52452;SNILS;52438;52452;239-693-729 31;239-693-729 31;0.20;false;[SNILS_060]
PER:53136-53147;PER;53136;53147;И.О. Петров;;0.50;false;[PER_001]
PHONE:53214-53242;PHONE;53214;53242;+7 (905) 751-26-20 доб. 5150;;0.90;true;[PHONE_043]
SNILS:53329-53343;SNILS;53329;53343;108-620-191 32;108-620-191 32;1.00;true;[SNILS_061]
PER:53823-53835;PER;53823;53835;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:54105-54123;PHONE;54105;54123;+7 (916) 603-46-31;+79166034631;0.90;true;[PHONE_044]
PHONE:54391-54406;PHONE;54391;54406;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:54497-54524;PHONE;54497;54524;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:54629-54643;SNILS;54629;54643;487-394-983 72;487-394-983 72;1.00;true;[SNILS_062]
SNILS:54669-54683;SNILS;54669;54683;594-259-472 45;594-259-472 45;0.20;false;[SNILS_063]
ADDR:54735-54787;ADDR;54735;54787;край Пермский,г. Владимир,пер. Чехова,д.7,кв. 14;;0.70;false;[ADDR_005]
SNILS:55660-55671;SNILS;55660;55671;79235133091;792-351-330 91;0.20;false;[SNILS_064]
PHONE:56866-56884;PHONE;56866;56884;+7 (948) 272-43-24;+79482724324;0.90;true;[PHONE_045]
PER:57231-57242;PER;57231;57242;И.О. Петров;;0.50;false;[PER_001]
SNILS:57697-57708;SNILS;57697;57708;79663594991;796-635-949 91;0.20;false;[SNILS_065]
SNILS:57717-57731;SNILS;57717;57731;486-546-592 49;486-546-592 49;1.00;true;[SNILS_066]
PHONE:57752-57767;PHONE;57752;57767;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:57777-57791;SNILS;57777;57791;551-732-904 88;551-732-904 88;0.20;false;[SNILS_067]
PER:58457-58468;PER;58457;58468;И.О. Петров;;0.50;false;[PER_001]
PHONE:58535-58563;PHONE;58535;58563;+7 (931) 269-10-15 доб. 1018;;0.90;true;[PHONE_046]
SNILS:58650-58664;SNILS;58650;58664;062-320-109 01;062-320-109 01;1.00;true;[SNILS_068]
PER:59213-59225;PER;59213;59225;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:59495-59523;PHONE;59495;59523;+7 (984) 301-28-62 доб. 3278;;0.90;true;[PHONE_047]
SNILS:60822-60833;SNILS;60822;60833;79297591425;792-975-914 25;0.20;false;[SNILS_069]
PHONE:61156-61171;PHONE;61156;61171;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:61262-61289;PHONE;61262;61289;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:61394-61408;SNILS;61394;61408;078-066-717 95;078-066-717 95;1.00;true;[SNILS_070]
SNILS:61434-61448;SNILS;61434;61448;986-928-414 00;986-928-414 00;0.20;false;[SNILS_071]
PHONE:61728-61743;PHONE;61728;61743;7-991-153-44-91;+79911534491;0.90;true;[PHONE_048]
PER:62612-62623;PER;62612;62623;И.О. Петров;;0.50;false;[PER_001]
PHONE:63151-63169;PHONE;63151;63169;+7 (960) 959-77-99;+79609597799;0.90;true;[PHONE_049]
SNILS:63178-63192;SNILS;63178;63192;318-024-332 33;318-024-332 33;1.00;true;[SNILS_072]
PHONE:63213-63228;PHONE;63213;63228;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:63238-63252;SNILS;63238;63252;536-593-687 38;536-593-687 38;0.20;false;[SNILS_073]
PER:63898-63909;PER;63898;63909;И.О. Петров;;0.50;false;[PER_001]
SNILS:63977-63988;SNILS;63977;63988;79129109236;791-291-092 36;0.20;false;[SNILS_074]
SNILS:64075-64089;SNILS;64075;64089;564-054-405 78;564-054-405 78;1.00;true;[SNILS_075]
PER:64528-64540;PER;64528;64540;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:64810-64838;PHONE;64810;64838;+7 (998) 716-74-70 доб. 4722;;0.90;true;[PHONE_050]
PHONE:65577-65592;PHONE;65577;65592;8 900 456 72 22;+79004567222;0.90;true;[PHONE_051]
PHONE:66447-66462;PHONE;66447;66462;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:66553-66580;PHONE;66553;66580;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:66685-66699;SNILS;66685;66699;893-194-260 48;893-194-260 48;1.00;true;[SNILS_076]
SNILS:66725-66739;SNILS;66725;66739;060-681-570 57;060-681-570 57;0.20;false;[SNILS_077]
ADDR:67042-67095;ADDR;67042;67095;Республика Татарстан,Томск,пер. Чехова,д.7,кв. 14;;0.70;false;[ADDR_006]
PHONE:67415-67443;PHONE;67415;67443;+7 (963) 706-54-75 доб. 4279;;0.90;true;[PHONE_052]
PER:67790-67801;PER;67790;67801;И.О. Петров;;0.50;false;[PER_001]
PHONE:68255-68270;PHONE;68255;68270;8 938 369 64 79;+79383696479;0.90;true;[PHONE_053]
SNILS:68279-68293;SNILS;68279;68293;372-117-815 66;372-117-815 66;1.00;true;[SNILS_078]
PHONE:68314-68329;PHONE;68314;68329;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:68339-68353;SNILS;68339;68353;516-616-053 73;516-616-053 73;0.20;false;[SNILS_079]
PER:68960-68971;PER;68960;68971;И.О. Петров;;0.50;false;[PER_001]
PHONE:69038-69053;PHONE;69038;69053;8 924 364 23 31;+79243642331;0.90;true;[PHONE_054]
SNILS:69140-69154;SNILS;69140;69154;622-446-431 70;622-446-431 70;1.00;true;[SNILS_080]
PER:69665-69677;PER;69665;69677;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:69947-69965;PHONE;69947;69965;+7 (913) 387-36-59;+79133873659;0.90;true;[PHONE_055]
PHONE:70236-70251;PHONE;70236;70251;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:70342-70369;PHONE;70342;70369;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:70474-70488;SNILS;70474;70488;496-036-996 38;496-036-996 38;1.00;true;[SNILS_081]
SNILS:70514-70528;SNILS;70514;70528;066-384-702 87;066-384-702 87;0.20;false;[SNILS_082]
SNILS:72244-72255;SNILS;72244;72255;79822276865;798-222-768 65;0.20;false;[SNILS_083]
PHONE:72559-72574;PHONE;72559;72574;7-980-817-22-63;+79808172263;0.90;true;[PHONE_056]
PER:72921-72932;PER;72921;72932;И.О. Петров;;0.50;false;[PER_001]
PHONE:73386-73414;PHONE;73386;73414;+7 (966) 456-22-83 доб. 7493;;0.90;true;[PHONE_057]
SNILS:73423-73437;SNILS;73423;73437;770-968-250 49;770-968-250 49;1.00;true;[SNILS_084]
PHONE:73458-73473;PHONE;73458;73473;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:73483-73497;SNILS;73483;73497;671-048-323 85;671-048-323 85;0.20;false;[SNILS_085]
PER:74127-74138;PER;74127;74138;И.О. Петров;;0.50;false;[PER_001]
PHONE:74205-74220;PHONE;74205;74220;7-982-675-38-28;+79826753828;0.90;true;[PHONE_058]
SNILS:74307-74321;SNILS;74307;74321;748-275-346 39;748-275-346 39;1.00;true;[SNILS_086]
PER:74832-74844;PER;74832;74844;И.О. Сидоров;;0.50;false;[PER_002]
PHONE:75114-75132;PHONE;75114;75132;+7 (932) 536-96-33;+79325369633;0.90;true;[PHONE_059]
PHONE:75269-75284;PHONE;75269;75284;8 977 203 84 28;+79772038428;0.90;true;[PHONE_060]
PHONE:75705-75720;PHONE;75705;75720;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
PHONE:75811-75838;PHONE;75811;75838;+7 (999) 123-45-67 доб. 123;;0.90;true;[PHONE_004]
SNILS:75943-75957;SNILS;75943;75957;152-460-195 42;152-460-195 42;1.00;true;[SNILS_087]
SNILS:75983-75997;SNILS;75983;75997;453-457-769 15;453-457-769 15;0.20;false;[SNILS_088]
SNILS:76422-76433;SNILS;76422;76433;79841113619;798-411-136 19;0.20;false;[SNILS_089]
ADDR:76747-76797;ADDR;76747;76797;р-н Ленинский,Рим,проспект Мира,дом 10,корп. 2;;0.70;false;[ADDR_007]
PER:78156-78167;PER;78156;78167;И.О. Петров;;0.50;false;[PER_001]
PHONE:78696-78711;PHONE;78696;78711;7-933-529-39-27;+79335293927;0.90;true;[PHONE_061]
SNILS:78720-78734;SNILS;78720;78734;368-299-184 45;368-299-184 45;1.00;true;[SNILS_090]
PHONE:78755-78770;PHONE;78755;78770;7-321-654-98-76;+73216549876;0.90;true;[PHONE_003]
SNILS:78780-78794;SNILS;78780;78794;373-817-181 04;373-817-181 04;0.20;false;[SNILS_091]
